Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Current_Age,Kilometers_Per_Year
1346,Honda City 1.5 V MT,Coimbatore,2012,66245,1,0,1,17.0,1497.0,88.8,5.0,5.68,11,6022.272727272727
1347,Mahindra Scorpio LX BS IV,Bangalore,2007,74112,0,0,1,12.05,2179.0,88.8,9.0,4.1,16,4632.0
1348,Skoda Laura 1.8 TSI Ambiente,Delhi,2011,87670,1,0,1,13.4,1798.0,157.8,5.0,4.0,12,7305.833333333333
1349,BMW 3 Series 320d Sport Line,Hyderabad,2015,10000,0,1,1,18.88,1995.0,88.8,5.0,30.0,8,1250.0
1350,Maruti SX4 Zxi BSIII,Chennai,2007,62493,1,0,1,15.0,1586.0,104.68,5.0,1.8,16,3905.8125
1351,Maruti Ciaz VXi Plus,Kochi,2015,44620,1,0,1,20.73,1373.0,91.1,5.0,6.93,8,5577.5
1352,Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel,Bangalore,2012,66538,0,1,1,10.2,4367.0,88.8,7.0,70.0,11,6048.909090909091
1353,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Ahmedabad,2013,60000,0,0,1,12.99,2494.0,88.8,7.0,7.9,10,6000.0
1354,Hyundai Santro Xing GL,Kochi,2011,20842,1,0,1,0.0,1086.0,88.8,5.0,2.78,12,1736.8333333333333
1355,Hyundai Santa Fe 4WD AT,Chennai,2014,110000,0,1,1,13.01,2199.0,194.3,7.0,14.4,9,12222.222222222223
1356,Mercedes-Benz New C-Class C250 Avantgarde,Mumbai,2011,45000,1,1,2,11.74,1796.0,88.8,5.0,13.5,12,3750.0
1358,Maruti Alto LXi,Coimbatore,2012,49008,1,0,1,19.7,796.0,46.3,5.0,2.88,11,4455.272727272727
1359,Maruti Alto 800 2016-2019 LXI,Kolkata,2016,31000,1,0,1,24.7,796.0,47.3,5.0,2.15,7,4428.571428571428
1360,Nissan Sunny 2011-2014 XV,Pune,2013,8000,1,0,1,16.95,1498.0,97.7,5.0,3.75,10,800.0
1361,Maruti Alto 800 2016-2019 VXI,Mumbai,2019,171,1,0,1,24.7,796.0,47.3,5.0,3.6,4,42.75
1362,Maruti Alto K10 VXI,Kolkata,2018,2100,1,0,1,24.07,998.0,67.1,5.0,3.6,5,420.0
1363,Hyundai Grand i10 1.2 Kappa Sportz AT,Coimbatore,2018,20667,1,1,1,18.9,1197.0,81.86,5.0,7.55,5,4133.4
1364,Honda Mobilio S i DTEC,Kolkata,2015,50000,0,0,1,24.2,1498.0,98.6,7.0,4.7,8,6250.0
1365,Tata Manza Aqua Quadrajet,Jaipur,2010,100030,0,0,2,18.8,1248.0,88.8,5.0,1.6,13,7694.615384615385
1366,Chevrolet Optra Magnum 2.0 LT,Pune,2011,75372,0,0,1,16.52,1991.0,123.7,5.0,3.34,12,6281.0
1367,Honda City i VTEC CVT VX,Kochi,2016,60475,1,1,1,18.0,1497.0,117.3,5.0,9.1,7,8639.285714285714
1368,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2019,18453,1,0,1,18.9,1197.0,81.86,5.0,6.17,4,4613.25
1369,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,96578,0,0,1,22.0,1582.0,126.2,5.0,2.5,15,6438.533333333334
1370,Nissan Micra XL,Kolkata,2016,31001,1,0,1,18.44,1198.0,88.8,5.0,3.0,7,4428.714285714285
1371,Hyundai Verna 1.6 SX,Jaipur,2012,65900,0,0,1,22.32,1582.0,126.32,5.0,5.75,11,5990.909090909091
1372,Hyundai Creta 1.6 VTVT E Plus,Bangalore,2017,26246,1,0,1,15.29,1591.0,121.3,5.0,10.75,6,4374.333333333333
1373,Maruti Wagon R VXI BS IV,Jaipur,2013,62700,1,0,2,20.51,998.0,67.04,5.0,2.85,10,6270.0
1374,Honda Accord 2.4 Elegance A/T,Chennai,2008,90000,1,1,1,10.2,2354.0,88.8,5.0,6.5,15,6000.0
1375,Honda City 1.5 S AT,Bangalore,2016,36000,1,1,1,16.8,1497.0,88.8,5.0,9.45,7,5142.857142857143
1376,Maruti Baleno Alpha 1.3,Delhi,2016,46000,0,0,1,27.39,1248.0,88.8,5.0,6.75,7,6571.428571428572
1377,Honda City i DTec V,Coimbatore,2017,73003,0,0,1,26.0,1498.0,98.6,5.0,7.75,6,12167.166666666666
1378,Hyundai i20 Era 1.4 CRDi,Kochi,2014,46566,0,0,1,22.54,1396.0,88.76,5.0,4.4,9,5174.0
1379,Mercedes-Benz E-Class 2015-2017 E350 Edition E,Jaipur,2015,41493,0,1,1,13.0,2987.0,88.8,5.0,42.0,8,5186.625
1380,Nissan Terrano XV 110 PS,Kochi,2014,103788,0,0,1,19.01,1461.0,108.5,5.0,5.67,9,11532.0
1381,Renault Duster 110PS Diesel RxZ AMT,Bangalore,2016,45000,0,1,1,19.6,1461.0,108.45,5.0,11.5,7,6428.571428571428
1382,Maruti Wagon R LXI Minor,Pune,2009,120000,1,0,1,18.9,998.0,67.1,5.0,1.69,14,8571.42857142857
1383,Hyundai Getz 1.5 CRDi GVS,Jaipur,2009,97359,0,0,2,17.1,1493.0,88.8,5.0,1.8,14,6954.214285714285
1384,Maruti Ritz LXi,Mumbai,2016,62000,1,0,1,18.5,1197.0,85.8,5.0,3.2,7,8857.142857142857
1385,Honda City 1.5 GXI,Pune,2004,115000,1,0,2,0.0,1497.0,88.8,5.0,1.5,19,6052.631578947368
1386,BMW 5 Series 520d Sport Line,Kochi,2019,18373,0,1,1,22.48,1995.0,187.74,5.0,45.86,4,4593.25
1387,Volkswagen Polo 1.2 MPI Highline,Hyderabad,2016,60453,1,0,1,16.47,1198.0,88.8,5.0,5.1,7,8636.142857142857
1389,Ford Figo Petrol ZXI,Mumbai,2010,69009,1,0,2,15.6,1196.0,88.8,5.0,2.4,13,5308.384615384615
1390,BMW 3 Series 320d Luxury Line,Hyderabad,2013,30000,0,1,1,18.88,1995.0,88.8,5.0,22.0,10,3000.0
1391,Hyundai Verna 1.6 SX CRDi (O),Delhi,2012,70707,0,0,1,22.32,1582.0,126.32,5.0,4.28,11,6427.909090909091
1392,Renault Duster 85PS Diesel RxL,Coimbatore,2015,64677,0,0,1,20.45,1461.0,83.8,5.0,5.67,8,8084.625
1393,Hyundai Grand i10 1.2 Kappa Magna AT,Bangalore,2018,3000,1,1,1,18.9,1197.0,81.86,5.0,6.2,5,600.0
1394,BMW X1 sDrive20d,Bangalore,2013,49000,0,1,2,17.05,1995.0,88.8,5.0,14.49,10,4900.0
1395,Maruti Ritz VDi,Pune,2010,71000,0,0,1,21.1,1248.0,73.9,5.0,3.0,13,5461.538461538462
1396,Hyundai i10 Era 1.1 iTech SE,Jaipur,2010,52000,1,0,2,19.81,1086.0,68.05,5.0,2.25,13,4000.0
1397,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Kochi,2016,35659,0,1,1,15.97,2993.0,88.8,7.0,43.78,7,5094.142857142857
1398,Honda City V MT Exclusive,Kochi,2019,5377,1,0,1,16.8,1497.0,116.3,5.0,11.45,4,1344.25
1399,Mahindra Ssangyong Rexton RX7,Delhi,2014,65000,0,1,1,11.18,2696.0,88.8,7.0,10.5,9,7222.222222222223
1400,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2015,92708,0,0,1,22.7,1498.0,89.84,5.0,7.48,8,11588.5
1401,Maruti Alto LXi,Coimbatore,2010,48105,1,0,1,19.7,796.0,46.3,5.0,3.1,13,3700.3846153846152
1402,Volkswagen Polo 1.2 MPI Highline,Mumbai,2011,46759,1,0,1,16.47,1198.0,88.8,5.0,2.55,12,3896.5833333333335
1403,Volkswagen Polo Diesel Comfortline 1.2L,Jaipur,2013,62000,0,0,1,22.07,1199.0,73.9,5.0,3.5,10,6200.0
1404,Volkswagen Polo Diesel Highline 1.2L,Kolkata,2012,35175,0,0,1,22.07,1199.0,73.9,5.0,2.59,11,3197.7272727272725
1405,Maruti Ertiga ZDI,Kolkata,2013,70000,0,0,1,20.77,1248.0,88.8,7.0,5.45,10,7000.0
1406,Ford EcoSport 1.5 TDCi Ambiente,Kolkata,2017,30000,0,0,1,22.77,1498.0,98.59,5.0,6.0,6,5000.0
1407,Toyota Innova Crysta 2.8 ZX AT,Kolkata,2016,66618,0,1,1,11.36,2755.0,171.5,7.0,15.49,7,9516.857142857143
1408,BMW 5 Series 523i Sedan,Mumbai,2010,69300,1,1,2,10.8,2497.0,88.8,5.0,12.5,13,5330.7692307692305
1409,Maruti Swift Dzire Tour LDI,Kolkata,2017,148000,0,0,1,23.4,1248.0,88.8,5.0,4.75,6,24666.666666666668
1410,Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,2017,22000,1,0,1,18.88,999.0,123.24,5.0,7.85,6,3666.6666666666665
1411,Hyundai Verna CRDi SX,Ahmedabad,2013,75000,0,0,1,16.8,1493.0,88.8,5.0,6.0,10,7500.0
1412,Tata Zest Revotron 1.2T XM,Mumbai,2016,43706,1,0,1,17.57,1193.0,88.7,5.0,4.0,7,6243.714285714285
1413,Audi A7 2011-2015 3.0 TDI Quattro,Mumbai,2011,42000,0,1,1,14.4,2967.0,241.4,5.0,28.75,12,3500.0
1414,Tata Indica Vista Quadrajet VX,Pune,2012,65000,0,0,1,22.3,1248.0,88.8,5.0,2.5,11,5909.090909090909
1415,Maruti Swift Dzire VDI,Delhi,2015,76128,0,0,1,26.59,1248.0,88.8,5.0,5.5,8,9516.0
1416,Fiat Linea Emotion,Kolkata,2010,39852,1,0,1,16.0,1368.0,88.8,5.0,1.59,13,3065.5384615384614
1417,Hyundai i20 1.2 Spotz,Mumbai,2017,18673,1,0,1,18.6,1197.0,81.83,5.0,6.22,6,3112.1666666666665
1418,Hyundai EON Era Plus,Kolkata,2016,11583,1,0,1,21.1,814.0,55.2,5.0,2.75,7,1654.7142857142858
1420,Mercedes-Benz GLA Class 200 CDI SPORT,Pune,2017,50000,0,1,1,17.9,2143.0,88.8,5.0,25.0,6,8333.333333333334
1421,Maruti Celerio VXI,Delhi,2014,77000,1,0,1,23.1,998.0,67.04,5.0,2.8,9,8555.555555555555
1422,Chevrolet Beat LT,Mumbai,2014,54890,1,0,2,17.8,1199.0,76.8,5.0,2.45,9,6098.888888888889
1423,Honda Jazz 1.2 V AT i VTEC Privilege,Pune,2016,21000,1,1,1,19.0,1199.0,88.7,5.0,6.35,7,3000.0
1424,BMW 3 Series 320d Highline,Mumbai,2009,58557,0,1,3,16.07,1995.0,88.8,5.0,8.0,14,4182.642857142857
1425,Renault Duster 110PS Diesel RxL,Bangalore,2014,70000,0,0,1,19.01,1461.0,108.45,5.0,8.25,9,7777.777777777777
1426,Ford Figo 2015-2019 1.5P Titanium AT,Mumbai,2017,16000,1,1,1,17.01,1499.0,110.4,5.0,5.95,6,2666.6666666666665
1427,Toyota Innova Crysta 2.4 VX MT,Kochi,2018,8899,0,0,1,13.68,2393.0,147.8,7.0,19.92,5,1779.8
1428,Chevrolet Beat Diesel LS,Kochi,2016,83629,0,0,1,25.44,936.0,56.3,5.0,3.15,7,11947.0
1429,Volkswagen Polo GTI,Chennai,2014,35059,1,1,1,17.21,1798.0,88.8,4.0,5.75,9,3895.4444444444443
1430,Ford Endeavour 3.2 Trend AT 4X4,Kochi,2018,30552,0,1,1,10.91,3198.0,197.2,7.0,32.44,5,6110.4
1431,Hyundai Verna 1.6 SX CRDI (O) AT,Kochi,2016,44875,0,1,2,22.32,1582.0,126.32,5.0,8.01,7,6410.714285714285
1432,Ford Figo 2015-2019 1.2P Titanium Opt MT,Coimbatore,2017,25095,1,0,1,18.16,1196.0,86.8,5.0,6.48,6,4182.5
1433,Maruti 800 AC,Jaipur,2007,59000,1,0,1,16.1,796.0,88.8,4.0,0.75,16,3687.5
1434,Honda City i DTEC V,Kolkata,2014,36000,0,0,1,26.0,1498.0,98.6,5.0,5.0,9,4000.0
1435,Mahindra XUV500 W8 2WD,Mumbai,2012,37000,0,0,1,16.0,2179.0,88.8,7.0,7.75,11,3363.6363636363635
1436,Ford Figo Diesel ZXI,Chennai,2010,90000,0,0,1,20.0,1399.0,88.8,5.0,2.6,13,6923.076923076923
1437,Ford EcoSport 1.5 Petrol Titanium,Pune,2018,17000,1,0,1,17.0,1497.0,121.36,5.0,9.2,5,3400.0
1438,Hyundai i20 Asta 1.2,Mumbai,2015,42575,1,0,1,18.6,1197.0,81.83,5.0,5.05,8,5321.875
1439,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Hyderabad,2012,131000,0,0,1,12.99,2494.0,88.8,7.0,9.6,11,11909.09090909091
1440,Renault Duster 85PS Diesel RxL Optional,Mumbai,2013,74000,0,0,1,20.46,1461.0,83.8,5.0,5.5,10,7400.0
1441,Toyota Innova 2.5 VX (Diesel) 8 Seater,Mumbai,2013,47234,0,0,1,12.99,2494.0,100.6,8.0,9.35,10,4723.4
1442,Honda City 1.5 S MT,Delhi,2009,231673,1,0,1,17.0,1497.0,88.8,5.0,2.6,14,16548.071428571428
1443,Maruti Alto K10 VXI,Hyderabad,2016,10000,1,0,1,24.07,998.0,67.1,5.0,3.5,7,1428.5714285714287
1444,Nissan Micra Active XL Petrol,Kochi,2016,49389,1,0,1,19.49,1198.0,67.04,5.0,4.26,7,7055.571428571428
1445,Maruti Celerio VXI AT,Chennai,2016,12000,1,1,2,23.1,998.0,67.04,5.0,4.25,7,1714.2857142857142
1446,Mercedes-Benz New C-Class 200 Kompressor,Hyderabad,2010,65000,1,0,2,11.7,1796.0,88.8,5.0,11.75,13,5000.0
1447,Ford Fiesta Diesel Style,Chennai,2013,177000,0,0,1,23.5,1498.0,88.7,5.0,3.5,10,17700.0
1448,Hyundai Verna 1.6 VTVT S,Jaipur,2015,89000,1,0,1,17.01,1591.0,121.3,5.0,7.5,8,11125.0
1449,Hyundai i20 1.4 Asta (AT),Chennai,2009,72000,1,1,3,15.0,1396.0,88.8,5.0,3.25,14,5142.857142857143
1450,Maruti Swift Dzire VXi,Chennai,2012,49000,1,0,1,17.5,1298.0,85.8,5.0,4.9,11,4454.545454545455
1451,Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command,Hyderabad,2014,51355,0,1,1,14.84,2143.0,88.8,5.0,27.0,9,5706.111111111111
1452,Hyundai Elite i20 Petrol Asta,Kochi,2017,13460,1,0,1,18.6,1197.0,81.86,5.0,8.91,6,2243.3333333333335
1453,Hyundai Verna 1.6 VTVT EX AT,Kochi,2014,35642,1,1,1,17.01,1591.0,121.4,5.0,6.69,9,3960.222222222222
1454,Chevrolet Cruze LTZ,Kochi,2014,52895,0,0,1,17.3,1998.0,163.7,5.0,6.02,9,5877.222222222223
1455,Toyota Corolla Altis 1.8 G,Mumbai,2010,93000,1,0,1,14.28,1798.0,138.03,5.0,4.5,13,7153.846153846154
1456,Maruti A-Star Vxi,Pune,2011,70000,1,0,1,19.0,998.0,66.1,5.0,2.0,12,5833.333333333333
1457,Nissan Micra Diesel XV Premium,Kolkata,2012,32048,0,0,1,23.08,1461.0,63.1,5.0,2.4,11,2913.4545454545455
1458,Tata Nano LX,Pune,2013,4700,1,0,1,25.4,624.0,37.48,4.0,1.2,10,470.0
1459,Maruti Swift Dzire Tour LDI,Delhi,2014,71800,0,0,1,23.4,1248.0,88.8,5.0,2.9,9,7977.777777777777
1460,Land Rover Range Rover Sport 2005 2012 Sport,Coimbatore,2008,69078,1,0,1,0.0,1497.0,88.8,5.0,40.88,15,4605.2
1461,Audi Q3 2.0 TDI Quattro,Ahmedabad,2016,45000,0,1,1,17.32,1968.0,88.8,5.0,27.0,7,6428.571428571428
1462,Honda Amaze VX i-DTEC,Chennai,2016,15388,0,0,1,25.8,1498.0,98.6,5.0,7.5,7,2198.285714285714
1463,Chevrolet Optra 1.6 LS,Mumbai,2004,98798,1,0,1,14.7,1599.0,88.8,5.0,1.5,19,5199.894736842105
1464,Audi Q5 2.0 TDI Premium Plus,Hyderabad,2016,43000,0,1,1,14.16,1968.0,174.3,5.0,39.5,7,6142.857142857143
1465,Maruti Ritz VDi,Hyderabad,2012,85112,0,0,1,23.2,1248.0,73.94,5.0,3.39,11,7737.454545454545
1466,Mahindra Scorpio S6 7 Seater,Kochi,2018,37804,0,0,1,15.4,2179.0,88.8,7.0,12.4,5,7560.8
1467,Maruti Ciaz ZDi SHVS,Chennai,2014,45000,0,0,1,28.09,1248.0,88.5,5.0,6.85,9,5000.0
1468,Toyota Corolla Altis Aero D 4D J,Pune,2011,116000,0,0,2,21.43,1364.0,88.8,5.0,5.75,12,9666.666666666666
1469,Tata Indica V2 eLS,Chennai,2015,100073,0,0,2,25.0,1396.0,88.8,5.0,2.0,8,12509.125
1470,Maruti 800 Std BSIII,Jaipur,2006,165000,1,0,1,16.1,796.0,88.8,4.0,0.9,17,9705.882352941177
1471,Volkswagen Polo 1.2 MPI Highline,Kolkata,2015,22000,1,0,1,16.47,1198.0,88.8,5.0,3.8,8,2750.0
1472,Hyundai Elantra 2.0 SX Option AT,Delhi,2017,9500,1,1,1,14.62,1999.0,149.92,5.0,16.35,6,1583.3333333333333
1473,Toyota Fortuner 4x2 4 Speed AT,Hyderabad,2012,152000,0,1,1,11.5,2982.0,88.8,7.0,16.5,11,13818.181818181818
1474,Maruti Baleno Zeta 1.2,Coimbatore,2019,17705,1,0,1,21.4,1197.0,83.1,5.0,8.7,4,4426.25
1475,Maruti Baleno Zeta 1.2,Mumbai,2016,12000,1,0,1,21.4,1197.0,83.1,5.0,6.1,7,1714.2857142857142
1476,Mini Cooper Countryman D,Hyderabad,2013,51000,0,1,1,23.8,1998.0,88.8,5.0,21.94,10,5100.0
1477,Mercedes-Benz S Class 2005 2013 320 CDI,Chennai,2009,42000,0,1,2,13.0,2987.0,88.8,5.0,22.0,14,3000.0
1478,Maruti Alto K10 LXI,Delhi,2015,51000,1,0,1,20.92,998.0,67.1,5.0,2.65,8,6375.0
1479,Maruti Swift VXI Optional,Kochi,2017,42527,1,0,1,20.4,1197.0,81.8,5.0,5.27,6,7087.833333333333
1480,Chevrolet Sail LT ABS,Kolkata,2014,45000,0,0,1,22.1,1248.0,88.8,5.0,2.48,9,5000.0
1481,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Kolkata,2011,70000,0,0,1,12.8,2494.0,88.8,8.0,6.0,12,5833.333333333333
1482,Toyota Fortuner 3.0 Diesel,Mumbai,2009,92000,0,0,1,11.5,2982.0,88.8,7.0,8.9,14,6571.428571428572
1483,BMW 3 Series 320d Sport Line,Hyderabad,2012,57156,0,1,2,18.88,1995.0,88.8,5.0,18.0,11,5196.0
1484,Skoda Octavia Ambition 1.4 TSI MT,Coimbatore,2016,53211,1,0,1,16.8,1395.0,138.02,5.0,11.64,7,7601.571428571428
1485,Toyota Fortuner 3.0 Diesel,Kolkata,2019,80000,0,0,1,11.5,2982.0,88.8,7.0,8.99,4,20000.0
1486,Volkswagen Jetta 2007-2011 1.9 Highline TDI,Bangalore,2009,74000,0,1,1,15.5,1896.0,88.8,5.0,5.25,14,5285.714285714285
1487,Hyundai i20 1.4 CRDi Asta,Kolkata,2011,37000,0,0,1,23.0,1396.0,88.8,5.0,2.95,12,3083.3333333333335
1488,Tata Manza Club Class Quadrajet90 LX,Mumbai,2013,64000,0,0,2,21.02,1248.0,88.76,5.0,2.65,10,6400.0
1489,Volkswagen Vento Petrol Highline,Pune,2013,57197,1,0,1,15.04,1598.0,103.6,5.0,4.0,10,5719.7
1490,Hyundai Creta 1.6 SX Automatic Diesel,Chennai,2016,55000,0,1,1,17.6,1582.0,126.2,5.0,12.5,7,7857.142857142857
1491,Maruti Ritz VXI,Mumbai,2014,33000,1,0,1,21.1,1197.0,85.8,5.0,3.25,9,3666.6666666666665
1492,Honda CR-V 2.0L 2WD MT,Delhi,2008,70000,1,0,1,13.1,1997.0,141.1,5.0,4.0,15,4666.666666666667
1493,Mahindra XUV500 W8 2WD,Delhi,2012,75000,0,0,2,15.1,2179.0,88.8,7.0,6.25,11,6818.181818181818
1494,Volkswagen Ameo 1.5 TDI Comfortline,Jaipur,2016,58095,0,0,1,21.66,1498.0,108.62,5.0,5.8,7,8299.285714285714
1495,Tata Zest Revotron 1.2 XT,Kolkata,2015,7445,1,0,1,17.57,1193.0,88.7,5.0,5.0,8,930.625
1496,Jaguar XJ 3.0L Portfolio LWB,Kochi,2016,17652,0,1,1,12.9,2993.0,270.88,5.0,58.73,7,2521.714285714286
1497,Toyota Corolla Altis 1.8 VL CVT,Kochi,2018,28321,1,1,1,14.28,1798.0,138.03,5.0,17.49,5,5664.2
1498,Maruti A-Star Vxi,Pune,2011,69000,1,0,2,19.0,998.0,66.1,5.0,1.95,12,5750.0
1499,Honda Accord VTi-L (AT),Mumbai,2007,80000,1,1,1,11.1,2354.0,88.8,5.0,3.0,16,5000.0
1500,Hyundai i20 Asta (o),Delhi,2014,42365,1,0,1,17.0,1197.0,88.8,5.0,5.5,9,4707.222222222223
1501,Toyota Fortuner 4x2 AT,Delhi,2013,123000,0,1,1,12.55,2982.0,168.5,7.0,16.5,10,12300.0
1502,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,40000,1,1,2,11.74,1796.0,88.8,5.0,14.5,12,3333.3333333333335
1503,Maruti Baleno Alpha 1.3,Hyderabad,2016,30112,0,0,1,27.39,1248.0,88.8,5.0,7.79,7,4301.714285714285
1504,Maruti Ertiga VDI,Kochi,2017,43775,0,0,1,20.77,1248.0,88.76,7.0,8.27,6,7295.833333333333
1505,Land Rover Range Rover Sport SE,Kochi,2019,26013,0,1,1,12.65,2993.0,88.8,5.0,97.07,4,6503.25
1506,Chevrolet Optra Magnum 1.6 LT ABS BS3,Mumbai,2012,56000,1,0,1,12.9,1598.0,102.5,5.0,2.15,11,5090.909090909091
1507,Honda Civic 2006-2010 1.8 V AT,Hyderabad,2008,95000,1,1,2,12.9,1799.0,88.8,5.0,3.0,15,6333.333333333333
1508,BMW X3 xDrive20d,Coimbatore,2014,41089,0,1,1,16.09,1995.0,88.8,5.0,28.79,9,4565.444444444444
1509,Skoda Laura Ambition 2.0 TDI CR AT,Mumbai,2011,41988,0,1,1,20.0,1968.0,138.1,5.0,5.45,12,3499.0
1510,Maruti Swift Dzire VDI,Delhi,2013,72486,0,0,1,23.4,1248.0,88.8,5.0,3.95,10,7248.6
1511,Volvo V40 Cross Country D3,Pune,2013,92000,0,1,1,23.3,1984.0,88.8,5.0,16.0,10,9200.0
1512,Maruti Swift Dzire ZXi,Delhi,2013,40000,1,0,1,17.5,1298.0,85.8,5.0,4.25,10,4000.0
1513,Land Rover Range Rover 2.2L Pure,Bangalore,2014,56000,0,1,1,12.7,2179.0,187.7,5.0,34.5,9,6222.222222222223
1514,Honda Accord 2.4 AT,Mumbai,2008,125000,1,1,3,11.7,2354.0,177.6,5.0,2.6,15,8333.333333333334
1515,Toyota Innova 2.5 G (Diesel) 8 Seater,Kochi,2017,29219,0,0,1,12.99,2494.0,100.6,8.0,13.48,6,4869.833333333333
1516,Toyota Fortuner 4x4 MT,Hyderabad,2018,39927,0,0,1,12.55,2982.0,168.5,7.0,32.1,5,7985.4
1517,Honda Jazz 1.2 E i VTEC,Kochi,2018,38593,1,0,1,18.7,1199.0,88.7,5.0,6.17,5,7718.6
1518,Honda City 1.5 V MT,Kolkata,2015,32000,1,0,1,17.0,1497.0,88.8,5.0,5.5,8,4000.0
1519,Maruti Dzire AMT ZDI Plus,Hyderabad,2017,28226,0,1,1,28.4,1248.0,73.75,5.0,9.15,6,4704.333333333333
1520,Nissan Sunny 2011-2014 Diesel XL,Pune,2014,95000,0,0,1,21.64,1461.0,84.8,5.0,4.5,9,10555.555555555555
1521,Toyota Innova 2.5 G (Diesel) 8 Seater,Chennai,2014,194000,0,0,1,12.99,2494.0,100.6,8.0,10.5,9,21555.555555555555
1522,Honda Brio S MT,Coimbatore,2016,14821,1,0,1,19.4,1198.0,86.8,5.0,5.37,7,2117.285714285714
1523,Volkswagen Vento Petrol Trendline,Bangalore,2012,52000,1,0,1,15.04,1598.0,103.6,5.0,5.45,11,4727.272727272727
1524,Mahindra XUV500 W4,Mumbai,2016,33000,0,0,1,16.0,2179.0,88.8,7.0,9.25,7,4714.285714285715
1525,Ford EcoSport 1.5 Diesel Titanium Plus,Chennai,2016,29200,0,0,1,23.0,1498.0,98.96,5.0,7.7,7,4171.428571428572
1526,Skoda Yeti Ambition 4X2,Hyderabad,2012,99754,0,0,1,17.72,1968.0,108.49,5.0,7.99,11,9068.545454545454
1527,Hyundai i10 Sportz,Chennai,2012,49000,1,0,1,20.36,1197.0,78.9,5.0,3.0,11,4454.545454545455
1528,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2005,299322,0,0,1,12.8,2494.0,88.8,8.0,4.0,18,16629.0
1529,Tata Zest Quadrajet 1.3 XT,Coimbatore,2018,38310,0,0,1,20.65,1248.0,88.7,5.0,6.69,5,7662.0
1530,Maruti Swift VDI,Delhi,2014,56000,0,0,1,22.9,1248.0,88.8,5.0,4.25,9,6222.222222222223
1531,Skoda Rapid 1.5 TDI AT Style,Kolkata,2017,31300,0,1,1,21.72,1498.0,108.4,5.0,10.5,6,5216.666666666667
1532,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,11241,0,0,1,13.68,2393.0,147.8,8.0,22.55,4,2810.25
1533,Hyundai Verna 1.6 SX VTVT,Pune,2014,48000,1,0,2,17.01,1591.0,121.3,5.0,5.2,9,5333.333333333333
1534,Honda City i VTEC VX Option,Coimbatore,2019,23882,1,0,1,17.4,1497.0,117.3,5.0,11.87,4,5970.5
1535,Honda City i DTEC SV,Hyderabad,2014,65000,0,0,1,26.0,1498.0,98.6,5.0,6.99,9,7222.222222222223
1536,Volkswagen Vento Diesel Highline,Jaipur,2011,50000,0,0,1,20.54,1598.0,103.6,5.0,5.0,12,4166.666666666667
1537,Audi Q5 2008-2012 3.0 TDI,Chennai,2014,25000,0,1,1,12.19,2967.0,88.8,5.0,44.0,9,2777.777777777778
1538,Maruti Alto 800 LXI,Chennai,2015,21000,1,0,1,22.74,796.0,47.3,5.0,2.79,8,2625.0
1539,Tata Manza ELAN Quadrajet BS IV,Pune,2012,148000,0,0,2,21.12,1248.0,88.8,5.0,2.9,11,13454.545454545454
1540,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Delhi,2016,68000,1,0,1,15.29,1591.0,121.3,5.0,9.85,7,9714.285714285714
1541,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Bangalore,2014,52000,0,1,1,12.0,2987.0,88.8,7.0,49.0,9,5777.777777777777
1542,Mahindra Thar CRDe,Jaipur,2016,19000,0,0,1,16.55,2498.0,88.8,6.0,9.25,7,2714.285714285714
1543,Hyundai Verna 1.6 CRDI,Mumbai,2011,74000,0,0,2,22.32,1582.0,126.3,5.0,3.75,12,6166.666666666667
1544,Ford Aspire Titanium Diesel,Coimbatore,2017,30279,0,0,1,26.1,1498.0,88.8,5.0,7.29,6,5046.5
1545,Mini Cooper 3 DOOR D,Mumbai,2016,20000,0,1,1,20.7,1496.0,113.98,4.0,23.5,7,2857.1428571428573
1546,Maruti Omni 8 Seater BSIV,Hyderabad,2013,34834,1,0,1,14.0,796.0,88.8,5.0,2.6,10,3483.4
1547,Mahindra Verito 1.5 D4 BSIV,Pune,2015,90000,0,0,2,21.03,1461.0,88.8,5.0,3.1,8,11250.0
1548,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Coimbatore,2016,38730,0,1,1,14.21,2143.0,88.8,5.0,29.98,7,5532.857142857143
1549,Renault Duster 110PS Diesel RxZ,Kochi,2016,57390,0,0,1,19.01,1461.0,108.45,5.0,6.73,7,8198.57142857143
